LAT,LON,FIRE_PROBABILITY
35.48884,127.46655,0.9084901016296366
36.2861972,126.8943083,0.7130956511189073
36.368578,127.945881,0.7403985787227922
36.7368917,127.306475,0.6469315736849404
35.568885,129.257485,0.6575235758819893
37.3392262,126.8374064,0.7243070027201356
34.44212,127.06231,0.6852668971855019
37.808929,126.7259585,0.7497013585796078
36.509989,126.9438246,0.6477706704553488
35.4225306,127.6227778,0.7876468108867855
37.27295,128.72791,0.8386883904462566
36.0502417,126.789,0.7921164860118345
37.6429722,128.5513389,0.8464503571617114
37.14216,127.20618,0.7962211354790018
36.0386905,128.8017944,0.825199065800081
36.73077,126.54634,0.8479135689258804
36.0373341,128.0483566,0.8046608368724794
37.8050953,126.4145056,0.7917959553493068
37.7832057,126.4167465,0.7538611250683753
37.6906558,126.322457,0.7693515004593912
37.544775,127.6927111,0.7407934020244124
37.374149,127.306672,0.6841571999292138
37.808929,126.7259585,0.7975771398890416
35.0187889,127.1034944,0.7296328260076554
36.3802564,128.3047334,0.7295025615486056
35.4887444,129.294925,0.8029865558011934
37.6692781,126.437661,0.7511799626881704
37.8105528,128.0884417,0.7369985924295089
36.80866,128.92961,0.7936788087846484
36.14888,126.67639,0.8305850911634263
36.6813587,128.1157678,0.8048048003894356
36.8470444,126.5581417,0.6567036296143866
36.6751361,126.2917194,0.6991929153078267
36.8862722,128.7304333,0.8079247217037918
37.346967,127.105846,0.8480503472542827
37.01733,127.74646,0.7957704246657736
37.8799222,127.2922556,0.725577892999234
37.1859062,126.7013657,0.8226220405708466
37.85935,127.02071,0.7869555550848305
37.8105528,128.0884417,0.7415573647105802
37.7007957,126.5503069,0.7729243704178909
36.5286917,126.5985667,0.6632054659380242
37.47083,128.07519,0.7718011200432542
37.7862739,126.8508797,0.7832760135188312
36.0188556,127.7880167,0.7654085245439921
36.22421,128.922749,0.7893255367643371
37.808929,126.7259585,0.7834538870608784
36.01618,128.98545,0.7973424491858143
37.0808167,128.4916389,0.7803924391715099
37.47083,128.07519,0.7993509101078045
35.7628963,129.0391449,0.827672348529583
37.3392262,126.8374064,0.7030920110168767
37.6458107,126.8432494,0.8212467518528764
37.346967,127.105846,0.7288307416351195
37.5836898,127.218671,0.8547722313725985
38.1489611,128.5865861,0.7816576844208427
36.44006,127.883218,0.8668701578925498
37.47371,128.00702,0.7183268056865869
36.9989764,128.1745673,0.7380468338471076
37.6220895,127.3296084,0.8229211048362896
37.7196125,127.2298527,0.6795264625915478
37.6621611,127.6339722,0.804599322499459
37.9484667,127.3057833,0.7132702905343123
36.486811,127.47622,0.8181609556514159
37.33215,127.07923,0.866440712603503
37.60028,127.34916,0.8007579629672656
36.5347167,128.3951806,0.8277693858635611
37.374149,127.306672,0.8607287006705607
37.7196125,127.2298527,0.9075253665369939
36.98412,127.59387,0.6590329594912363
38.0794,127.05611,0.8310266149972035
37.09002,126.84075,0.8157087978727404
37.0811716,127.3229232,0.8165038646057795
36.7994333,127.1490194,0.823672770964153
36.0347318,127.5316371,0.7854578388947318
36.45754,126.85887,0.8141213177503502
37.01961,126.56755,0.8513527555631837
35.9638917,127.5449972,0.8567127358068846
36.53412,127.83699,0.8623463858842584
36.60518,126.87709,0.8239196795250153
34.88585,128.61287,0.8034121326563188
34.6323056,126.6461806,0.8073130953567607
35.8213889,127.1272528,0.8910045578775037
35.8996622,128.4611602,0.8663027325818026
37.621,127.11025,0.7847039951485913
36.7612667,126.4242861,0.7315991884186142
35.37301,128.93528,0.6290517304299797
34.70424,126.73227,0.600926627492075
35.4225306,127.6227778,0.8121858973533652
37.08551,126.95616,0.797615399924671
37.41641,127.13788,0.8295299012919766
37.374149,127.306672,0.7775697882682517
37.4129,127.75214,0.8151306162531566
35.80967,127.89203,0.7278908543956423
35.4261,127.15682,0.8651310867255835
36.0837722,128.6524472,0.7796270815114871
38.0003167,127.28085,0.8577504439283459
34.8764556,127.4432667,0.8227921147859591
37.15221,127.35627,0.7476166785537514
37.91036,126.81029,0.8560742129292693
35.557308,127.201339,0.8282322999469582
35.2925806,127.9758861,0.8577279546532194
35.7561861,127.6044389,0.8304578947278938
37.39232,128.68292,0.8180826300270474
36.4692333,127.2930333,0.8312072841766102
36.7368917,127.306475,0.8541639277275394
36.7368917,127.306475,0.8541639277275394
35.411696,128.5549052,0.8059216740851494
35.326858,127.8522906,0.8635957127415085
36.8523129,127.9100022,0.6309365354714193
37.3392262,126.8374064,0.8361777649568343
36.5968,127.101418,0.7905973397833868
37.4859694,127.4926688,0.7859024459605854
35.0189417,128.0699889,0.8444870030916541
37.02065,127.49171,0.8550049516020792
36.1369556,126.7939028,0.8383873861609844
37.2717825,126.9155104,0.7771451481668197
37.1988241,126.8358047,0.7243090511353171
37.5279917,127.2162361,0.657597207474088
36.1372836,127.5647077,0.7875907573179489
36.6254,127.59618,0.7035673332595357
36.48378,128.36624,0.7644319945140741
37.7196125,127.2298527,0.7951560375815871
37.2717825,126.9155104,0.828217774572873
36.564686,127.521881,0.8004232180394972
34.91737,126.844946,0.8564550686412201
37.7295583,127.4226611,0.7962497610308829
