C:\Users\000\OneDrive\Desktop\fire_predictor_project발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,full_address,LAT,LON
2022,5,15,17:36,일,2022,5,15,19:00,강원,강원,홍천,두촌,철정,기,기타(직접입력),화덕불씨부주의,0.18,대한민국 강원 홍천 두촌,37.867916,128.0170286
2022,5,15,15:43,일,2022,5,15,16:50,경기,경기,남양주,,일패,기,기타(직접입력),미상,0.06,대한민국 경기 남양주 nan,37.6498551,127.1634005
2022,5,15,15:00,일,2022,5,15,16:40,경기,경기,안양,동안,비산,입,기타(직접입력),입산자실화,0.05,대한민국 경기 안양 동안,37.3908619,126.9486808
2022,5,15,14:49,일,2022,5,15,20:30,중부,충북,단양,영춘,동대,입,기타(직접입력),입산자(담뱃불)실화추정,2.1,대한민국 충북 단양 영춘,37.0802081,128.4831052
2022,5,15,11:02,일,2022,5,15,12:10,경기,경기,가평,가평,읍내,기,기타(직접입력),미상(담뱃불추정),0.04,대한민국 경기 가평 가평,37.8145038,127.5107764
2022,5,15,5:00,일,2022,5,15,9:30,전북,전북,진안,상전면,주평,입,기타(직접입력),입산자실화추정,0.5,대한민국 전북 진안 상전면,35.85019,127.49544
2022,5,15,2:22,일,2022,5,15,4:50,경북,경북,봉화,봉성,외삼,기,기타(직접입력),차량화재,0.1,대한민국 경북 봉화 봉성,36.8944927,128.8306232
2022,5,14,19:44,토,2022,5,14,21:40,전남,전남,광양,광양,초남,입,기타(직접입력),입산자실화추정,0.3,대한민국 전남 광양 광양,34.9561451,127.587824
2022,5,14,16:24,토,2022,5,14,17:50,서부,전남,고흥,도화,덕중,기,기타(직접입력),성묘객실화,0.1,대한민국 전남 고흥 도화,34.49263,127.32637
2022,5,13,17:41,금,2022,5,13,18:46,충남,충남,천안,동남,구성,담,담뱃불실화,담뱃불실화추정,0.01,대한민국 충남 천안 동남,36.8067134,127.1516634
2022,5,12,13:00,목,2022,5,12,16:00,강원,강원,횡성,안흥,서사,기,기타(직접입력),미상,0.15,대한민국 강원 횡성 안흥,37.4127643,128.1528477
2022,5,12,12:28,목,2022,5,12,13:40,경기,경기,여주,점동,처,담,담뱃불실화,담뱃불실화추정,0.02,대한민국 경기 여주 점동,37.2022322,127.71484
2022,5,12,9:43,목,2022,5,12,11:07,경기,경기,파주,광탄,용미,,주택화재비화,공장화재비화,0.03,대한민국 경기 파주 광탄,37.780549,126.847838
2022,5,9,11:43,월,2022,5,9,13:10,강원,강원,평창,대관령,유천,기,기타(직접입력),영농작업중불씨부주의,0.05,대한민국 강원 평창 대관령,37.663948,128.712694
2022,5,8,22:38,일,2022,5,8,23:50,충북,충북,보은,보은,어암,기,기타(직접입력),연등(촛불)비화,0.2,대한민국 충북 보은 보은,36.4890118,127.729242
2022,5,7,17:25,토,2022,5,7,18:45,전남,전남,해남,현산,읍호,담,담뱃불실화,담뱃불실화,0.2,대한민국 전남 해남 현산,34.4597152,126.5540028
2022,5,5,18:59,목,2022,5,5,20:20,경기,경기,파주,파평,두포,기,작업장실화,산업현장(철근공장)작업중,0.13,대한민국 경기 파주 파평,37.92038,126.83832
2022,5,5,14:17,목,2022,5,5,16:30,경기,경기,양평,서종,수입,기,기타(직접입력),미상,0.15,대한민국 경기 양평 서종,37.609039,127.348047
2022,5,4,14:19,수,2022,5,4,16:25,전남,전남,장흥,부산,호계,입,기타(직접입력),입산자실화,0.1,대한민국 전남 장흥 부산,34.7301,126.90625
2022,5,3,17:45,화,2022,5,3,18:20,전남,전남,보성,회천,영천,담,담뱃불실화,담뱃불실화,0.01,대한민국 전남 보성 회천,34.6886,127.09551
2022,5,2,18:35,월,2022,5,2,22:00,경기,경기,양평,서종,노문,기,기타(직접입력),미상,0.8,대한민국 경기 양평 서종,37.609039,127.348047
2022,5,2,16:35,월,2022,5,2,18:15,경북,경북,봉화,명호,관창,기,기타(직접입력),태양광축전기과열추정,0.01,대한민국 경북 봉화 명호,36.858294,128.897966
2022,5,1,13:53,일,2022,5,1,15:53,충남,충남,금산,진산,엄정,입,기타(직접입력),입산자실화추정,0.3,대한민국 충남 금산 진산,36.1251,127.405
2022,4,26,13:22,화,2022,4,26,17:40,경기,경기,포천,이동,노곡,기,기타(직접입력),미상,0.16,대한민국 경기 포천 이동,38.0354366,127.3666019
2022,4,25,14:45,월,2022,4,25,15:50,전북,전북,진안,상전,주평,입,기타(직접입력),입산자실화추정,0.06,대한민국 전북 진안 상전,35.85019,127.49544
2022,4,25,14:22,월,2022,4,25,16:00,북부,경기,고양,덕양,북한,입,기타(직접입력),입산자실화,0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,4,24,18:37,일,2022,4,24,20:25,경남,경남,산청,단성,월양,입,기타(직접입력),입산자실화추정,0.01,대한민국 경남 산청 단성,35.297069,127.956132
2022,4,24,14:59,일,2022,4,24,16:10,충북,충북,청주 상당,미원,계원,입,기타(직접입력),입산자실화추정,0.1,대한민국 충북 청주 상당 미원,36.6362438,127.6607983
2022,4,24,14:23,일,2022,4,24,16:00,강원,강원,횡성,둔내,화동,기,기타(직접입력),미상,0.02,대한민국 강원 횡성 둔내,37.5100212,128.2212714
2022,4,24,14:19,일,2022,4,24,15:00,경북,경북,포항 남,,대이,입,기타(직접입력),입산자실화,0.01,대한민국 경북 포항 남 nan,36.0086363,129.3588062
2022,4,24,12:40,일,2022,4,24,14:30,경기,경기,양평,서종,노운,기,기타(직접입력),미상,0.2,대한민국 경기 양평 서종,37.609039,127.348047
2022,4,24,12:08,일,2022,4,24,13:25,충남,충남,당진,정미,덕삼,기,작업장실화,산림사업장(벌채지)실화,0.02,대한민국 충남 당진 정미,36.85909,126.56302
2022,4,23,14:56,토,2022,4,23,16:00,충남,충남,아산,탕정,매곡,입,기타(직접입력),입산자실화추정,0.01,대한민국 충남 아산 탕정,36.7882137,127.0845547
2022,4,23,14:19,토,2022,4,23,16:45,경북,경북,봉화,재산,현동,입,기타(직접입력),입산자실화(산야초채취),0.05,대한민국 경북 봉화 재산,36.817516,128.9628136
2022,4,23,12:34,토,2022,4,23,13:38,경기,경기,양주,광적,우고,입,기타(직접입력),입산자실화,0.01,대한민국 경기 양주 광적,37.8238507,126.9826978
2022,4,23,11:19,토,2022,4,23,13:07,충북,충북,영동,학산,도덕,기,기타(직접입력),회목보일러 재취급부주의,2.82,대한민국 충북 영동 학산,36.0984833,127.6837462
2022,4,23,10:48,토,2022,4,23,14:20,전북,전북,순창,풍산,삼촌,기,기타(직접입력),성묘객실화(제사향불씨),0.6,대한민국 전북 순창 풍산,35.33617,127.14999
2022,4,22,21:53,금,2022,4,23,3:00,강원,강원,춘천,서,방동,기,기타(직접입력),미상,0.6,대한민국 강원 춘천 서,37.9040293,127.661879
2022,4,22,15:10,금,2022,4,22,18:00,경북,경북,경주,건천,대곡,쓰,쓰레기소각,쓰레기소각,0.71,대한민국 경북 경주 건천,35.8536424,129.0975128
2022,4,22,12:08,금,2022,4,22,14:32,충남,충남,공주,신풍,청홍,기,작업장실화,산림사업장(조림) 불씨,1.0,대한민국 충남 공주 신풍,36.5070333,126.9455613
2022,4,22,9:41,금,2022,4,22,11:55,중부,충남,서산,해미,산수,입,기타(직접입력),입산자실화(담뱃불),0.06,대한민국 충남 서산 해미,36.7175368,126.5432623
2022,4,21,12:06,목,2022,4,21,15:00,충남,충남,부여,세도,사산,입,기타(직접입력),입산자실화,0.2,대한민국 충남 부여 세도,36.166885,126.9436117
2022,4,21,11:06,목,2022,4,21,11:47,강원,강원,양구,양구,상무통리,기,작업장실화,산업현장용접불씨,0.01,대한민국 강원 양구 양구,38.1096812,127.9900596
2022,4,20,21:17,수,2022,4,21,1:19,경남,경남,창원,진해,죽곡,입,기타(직접입력),입산자실화추정,0.61,대한민국 경남 창원 진해,35.1534417,128.660127
2022,4,20,16:39,수,2022,4,20,17:15,충남,충남,부여,부여,석목,입,기타(직접입력),입산자실화,0.03,대한민국 충남 부여 부여,36.2753678,126.910107
2022,4,20,16:37,수,2022,4,21,8:30,대구,대구,달성,옥포,김흥,입,기타(직접입력),입산자실화9산약초채취)추정,3.18,대한민국 대구 달성 옥포,35.7951001,128.464228
2022,4,20,16:06,수,2022,4,20,18:00,충남,충남,논산,벌곡,오곡,입,기타(직접입력),입산자실화(산마물채취),0.5,대한민국 충남 논산 벌곡,36.2058592,127.2659723
2022,4,20,14:35,수,2022,4,20,16:00,경남,경남,창녕,고암,감,담,담뱃불실화,담뱃불실화추정,0.1,대한민국 경남 창녕 고암,35.57559,128.5153
2022,4,20,14:28,수,2022,4,20,16:00,경기,경기,남양주,조안,심봉,기,작업장실화,산업현장실화,0.01,대한민국 경기 남양주 조안,37.5463552,127.300391
2022,4,20,11:41,수,2022,4,20,17:00,경기,경기,남양주,화도,구암,담,담뱃불실화,담뱃불실화,1.8,대한민국 경기 남양주 화도,37.6293748,127.3182744
2022,4,20,10:40,수,2022,4,20,17:00,중부,충남,예산,삽교,신,쓰,쓰레기소각,쓰레기소각,0.7,대한민국 충남 예산 삽교,36.6798216,126.7515305
2022,4,20,10:25,수,2022,4,20,11:30,전북,전북,남원,운봉,신기,,논밭두렁소각,밭두렁소각,0.15,대한민국 전북 남원 운봉,35.437098,127.5328914
2022,4,19,16:20,화,2022,4,19,19:20,인천,인천,강화,내가,고천,담,담뱃불실화,담뱃불실화,0.69,대한민국 인천 강화 내가,37.7206045,126.3907788
2022,4,19,15:54,화,2022,4,19,18:22,충남,충남,청양,장평,지천,입,기타(직접입력),입산자실화추정,1.0,대한민국 충남 청양 장평,36.345946,126.898754
2022,4,19,14:10,화,2022,4,19,15:30,전북,전북,순창,풍산,우곡,,농산폐기물소각,농산폐기물소각,0.1,대한민국 전북 순창 풍산,35.33617,127.14999
2022,4,19,13:20,화,2022,4,19,15:40,전북,전북,장수,산서,동화,입,기타(직접입력),입산자실화추정,0.1,대한민국 전북 장수 산서,35.5831598,127.399175
2022,4,19,9:00,화,2022,4,19,9:50,전북,전북,남원,대산,수덕,담,담뱃불실화,담뱃불실화,0.01,대한민국 전북 남원 대산,35.4309313,127.3255949
2022,4,18,17:37,월,2022,4,18,18:50,대구,대구,달성,다사,부곡,입,기타(직접입력),입산자실화추정,0.03,대한민국 대구 달성 다사,35.86532,128.457902
2022,4,18,16:10,월,2022,4,18,18:30,전북,전북,무주,무주,대차,기,기타(직접입력),미상(입산자실화추정),0.6,대한민국 전북 무주 무주,36.007,127.6609
2022,4,18,14:10,월,2022,4,18,15:30,경남,경남,하동,진교,금곡,입,기타(직접입력),입산자실화추정,0.2,대한민국 경남 하동 진교,35.03033,127.89305
2022,4,18,11:56,월,2022,4,18,17:00,경북,경북,포항 남,호미곶,대보,입,기타(직접입력),입산자실화,0.2,대한민국 경북 포항 남 호미곶,36.0760228,129.566029
2022,4,17,18:55,일,2022,4,18,10:50,전북,전북,김제,금산,청도,입,기타(직접입력),입산자실화추정,0.35,대한민국 전북 김제 금산,35.71608,126.994463
2022,4,17,17:25,일,2022,4,17,18:30,경기,경기,가평,청평,청평,기,기타(직접입력),미상,0.05,대한민국 경기 가평 청평,37.735508,127.4266359
2022,4,17,15:18,일,2022,4,17,21:30,전남,전남,순천,송광,후곡,입,기타(직접입력),입산자실화,1.0,대한민국 전남 순천 송광,34.99053,127.24576
2022,4,17,12:31,일,2022,4,17,14:30,강원,강원,인제,남,도전,기,기타(직접입력),푹죽실화,0.2,대한민국 강원 인제 남,37.98107,128.09953
2022,4,17,12:28,일,2022,4,17,14:00,전남,전남,화순,화순,세량,입,기타(직접입력),입산자실화추정,0.2,대한민국 전남 화순 화순,35.0513137,126.9631644
2022,4,16,14:20,토,2022,4,16,14:55,경기,경기,양평,용문,연수,기,기타(직접입력),미상,0.02,대한민국 경기 양평 용문,37.4822294,127.59465
2022,4,16,12:42,토,2022,4,16,13:10,충남,충남,예산,대술,마전,입,기타(직접입력),입산자실화추정,0.08,대한민국 충남 예산 대술,36.6563944,126.8915751
2022,4,15,17:49,금,2022,4,15,20:00,강원,강원,춘천,남산,강촌,기,기타(직접입력),미상,0.02,대한민국 강원 춘천 남산,37.782624,127.6374167
2022,4,15,13:42,금,2022,4,15,15:10,경기,경기,양주,은현,운암,,논밭두렁소각,밭두렁소각,0.01,대한민국 경기 양주 은현,37.8686013,127.0232139
2022,4,12,20:13,화,2022,4,12,20:55,경기,경기,안양,만안,석수,담,담뱃불실화,담뱃불실화,0.01,대한민국 경기 안양 만안,37.406799,126.9168237
2022,4,12,17:15,화,2022,4,12,18:20,전북,전북,장수,산서,하월,,논밭두렁소각,밭두렁소각,0.04,대한민국 전북 장수 산서,35.5831598,127.399175
2022,4,12,16:56,화,2022,4,12,18:30,전남,전남,순천,주암,광천,기,기타(직접입력),양봉장불씨취급부주의,1.0,대한민국 전남 순천 주암,35.07374,127.25237
2022,4,12,16:20,화,2022,4,12,17:20,충남,충남,아산,영인,상성,입,기타(직접입력),입산자실화,0.05,대한민국 충남 아산 영인,36.8542334,126.9532319
2022,4,12,16:08,화,2022,4,12,17:38,충남,충남,공주,우성,방문,입,기타(직접입력),입산자실화추정,0.21,대한민국 충남 공주 우성,36.4634819,127.0543365
2022,4,12,15:14,화,2022,4,12,17:20,강원,강원,홍천,서,길곡,기,기타(직접입력),잔디밭불씨부주의,0.3,대한민국 강원 홍천 서,37.67158,127.63637
2022,4,12,14:41,화,2022,4,12,15:35,전남,전남,장성,장성,단광,입,기타(직접입력),입산자실화추정,0.3,대한민국 전남 장성 장성,35.3001204,126.7796823
2022,4,12,13:21,화,2022,4,12,15:30,과학원,경기,화성,봉담,내,기,기타(직접입력),불씨취급부주의(가스버너),0.27,대한민국 경기 화성 봉담,37.2224559,126.947203
2022,4,11,18:34,월,2022,4,11,0:00,울산,울산,울주,두서,내와,,주택화재비화,주택화재비화,0.5,대한민국 울산 울주 두서,35.6689239,129.1718294
2022,4,11,17:48,월,2022,4,11,18:26,경북,경북,의성,단촌,하화,입,기타(직접입력),입산자실화,0.15,대한민국 경북 의성 단촌,36.39344,128.67907
2022,4,11,13:21,월,2022,4,11,14:30,충북,충북,영동,추풍령,작점,기,기타(직접입력),미상,0.14,대한민국 충북 영동 추풍령,36.2128103,127.9963927
2022,4,11,11:21,월,2022,4,11,21:11,강원,강원,정선,남,문곡,기,기타(직접입력),철도전차선스파크,3.5,대한민국 강원 정선 남,37.2835,128.72975
2022,4,11,9:09,월,2022,4,11,11:20,대구,대구,달성,유가,양,입,기타(직접입력),입산자실화추정,0.01,대한민국 대구 달성 유가,35.6940422,128.4597255
2022,4,10,21:46,일,2022,4,11,9:00,경남,경남,양산,원동,영담,입,기타(직접입력),입산자(담뱃불)실화추정,0.8,대한민국 경남 양산 원동,35.3624248,128.9207978
2022,4,10,18:00,일,2022,4,10,20:20,전북,전북,무주,설천,삼공,,농산폐기물소각,농산물소각,1.0,대한민국 전북 무주 설천,36.0122451,127.7882931
2022,4,10,17:11,일,2022,4,10,18:50,전남,전남,광양,광양,초남,입,기타(직접입력),입산자실화,0.5,대한민국 전남 광양 광양,34.9561451,127.587824
2022,4,10,15:58,일,2022,4,10,18:00,경기,경기,광주,오포,신현,기,기타(직접입력),미상,0.02,대한민국 경기 광주 오포,37.3608409,127.2156926
2022,4,10,15:40,일,2022,4,12,21:30,강원,강원,양구,양구,송청,쓰,쓰레기소각,생활쓰레기소각(낙엽),716.31,대한민국 강원 양구 양구,38.1096812,127.9900596
2022,4,10,14:46,일,2022,4,10,18:20,경북,경북,경주,양북,입천,입,기타(직접입력),입산자실화(산악오토바이),2.5,대한민국 경북 경주 양북,35.791449,129.4413464
2022,4,10,14:02,일,2022,4,10,14:50,경남,경남,거창,주상,성기,,기타(직접입력),컨테이너화재비화,0.01,대한민국 경남 거창 주상,35.7493326,127.914659
2022,4,10,13:44,일,2022,4,10,15:00,경기,경기,안양,만안,석수,담,담뱃불실화,담뱃불실화,0.02,대한민국 경기 안양 만안,37.406799,126.9168237
2022,4,10,13:15,일,2022,4,10,20:40,경기,경기,양주,은현,봉암,기,기타(직접입력),미상,1.24,대한민국 경기 양주 은현,37.8686013,127.0232139
2022,4,10,13:10,일,2022,4,13,0:00,경북,경북,군위,삼국유사,화북,입,기타(직접입력),입산자실화,225.72,대한민국 경북 군위 삼국유사,36.1610333,128.8939559
2022,4,10,13:09,일,2022,4,10,16:30,강원,강원,화천,상서,파포,기,기타(직접입력),미상,3.3,대한민국 강원 화천 상서,38.1574349,127.649696
2022,4,10,13:05,일,2022,4,10,15:50,경기,경기,파주,법원,직천,기,기타(직접입력),미상,0.06,대한민국 경기 파주 법원,37.8325575,126.8805239
2022,4,10,13:04,일,2022,4,10,14:00,경기,경기,고양,덕양,현천,입,기타(직접입력),입산자실화,0.03,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,4,10,12:47,일,2022,4,10,14:20,강원,강원,고성,토성,원암,기,기타(직접입력),차량화재,0.94,대한민국 강원 고성 토성,38.253939,128.5631977
2022,4,10,11:31,일,2022,4,10,13:10,경기,경기,파주,광탄,마장,기,성묘객실화,성묘객실화,0.08,대한민국 경기 파주 광탄,37.780549,126.847838
2022,4,10,11:15,일,2022,4,10,14:15,부산,부산,기장,기장,내,기,기타(직접입력),비닐하우스화재비화,2.0,대한민국 부산 기장 기장,35.2444351,129.2188738
2022,4,10,10:53,일,2022,4,10,11:25,경기,경기,양평,개군,항,쓰,쓰레기소각,쓰레기소각,0.05,대한민국 경기 양평 개군,37.4276556,127.5345472
2022,4,9,16:20,토,2022,4,9,18:00,경북,경북,영양,일월,칠성,입,기타(직접입력),입산자실화,0.2,대한민국 경북 영양 일월,36.7014479,129.1277061
2022,4,9,15:05,토,2022,4,9,16:10,충남,충남,서천,마산,나궁,쓰,쓰레기소각,쓰레기소각,0.1,대한민국 충남 서천 마산,36.120502,126.795058
2022,4,9,13:54,토,2022,4,9,21:00,경기,경기,남양주,진접,내각,기,기타(직접입력),미상,1.0,대한민국 경기 남양주 진접,37.7200538,127.2032505
2022,4,9,13:49,토,2022,4,9,18:18,경기,경기,남양주,진접,진벌,기,성묘객실화,성묘객실화,8.0,대한민국 경기 남양주 진접,37.7200538,127.2032505
2022,4,9,13:03,토,2022,4,9,15:10,경남,경남,하동,횡천,월평,,주택화재비화,창고화재전이,1.8,대한민국 경남 하동 횡천,35.0992713,127.8016787
2022,4,9,12:49,토,2022,4,9,13:50,경기,경기,고양,덕양,주교,기,작업장실화,용접작업불씨,0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,4,9,12:16,토,2022,4,9,16:36,경기,경기,남양주,와부,월문,기,기타(직접입력),미상,1.5,대한민국 경기 남양주 와부,37.5862797,127.2188793
2022,4,9,12:01,토,2022,4,9,14:33,경기,경기,연천,전곡,고능,쓰,쓰레기소각,쓰레기소각,1.6,대한민국 경기 연천 전곡,38.0245987,127.0718642
2022,4,9,11:30,토,2022,4,9,13:00,전북,전북,남원,아영,아곡,,논밭두렁소각,밭두렁소각,0.2,대한민국 전북 남원 아영,35.5067484,127.6097815
2022,4,9,10:45,토,2022,4,9,11:45,전남,전남,장흥,부산,호계,입,기타(직접입력),입산자실화,0.12,대한민국 전남 장흥 부산,34.7301,126.90625
2022,4,9,10:31,토,2022,4,10,9:00,충남,충남,서산,운산,고풍,쓰,쓰레기소각,쓰레기소각,158.11,대한민국 충남 서산 운산,36.8092384,126.5872774
2022,4,9,9:45,토,2022,4,10,8:20,경북,경북,봉화,석포,석포,기,방화,방화추정,3.0,대한민국 경북 봉화 석포,37.0452757,129.0612253
2022,4,8,17:10,금,2022,4,8,20:00,전북,전북,남원,산내,종황,입,기타(직접입력),입산자실화추정,0.09,대한민국 전북 남원 산내,35.40046,127.61642
2022,4,8,13:09,금,2022,4,8,15:35,경기,경기,안산,단원,대부북,기,기타(직접입력),바베큐그릴재투기,0.05,대한민국 경기 안산 단원,37.35009,126.822414
2022,4,8,11:43,금,2022,4,8,14:20,전남,전남,보성,보성,옥암,입,기타(직접입력),입산자실화,0.1,대한민국 전남 보성 보성,34.7594927,127.08557
2022,4,8,10:07,금,2022,4,8,11:07,경남,경남,창원,의창,봉림,입,기타(직접입력),입산자실화추정,0.1,대한민국 경남 창원 의창,35.2537,128.6401
2022,4,8,8:52,금,2022,4,8,11:00,충남,충남,예산,대흥,대률,기,기타(직접입력),미상,0.1,대한민국 충남 예산 대흥,36.62683,126.81703
2022,4,7,18:40,목,2022,4,7,21:30,전남,전남,순천,해룡,도룡,,기타(직접입력),움막화재,0.1,대한민국 전남 순천 해룡,34.9221109,127.4102094
2022,4,7,15:28,목,2022,4,7,16:03,경기,경기,용인,기흥,마북,쓰,쓰레기소각,쓰레기소각,0.03,대한민국 경기 용인 기흥,37.2755132,127.1160129
2022,4,7,14:30,목,2022,4,7,16:18,전북,전북,진안,성수,좌산,입,기타(직접입력),입산자실화추정,0.4,대한민국 전북 진안 성수,35.71361,127.32553
2022,4,7,13:59,목,2022,4,7,16:29,경기,경기,성남,중원,상대원,기,기타(직접입력),미상,0.01,대한민국 경기 성남 중원,37.4304122,127.1372922
2022,4,6,19:10,수,2022,4,6,20:51,경남,경남,밀양,무안,정곡,,주택화재비화,주택화재(주택내불씨부주의),0.18,대한민국 경남 밀양 무안,35.46848,128.65934
2022,4,6,15:06,수,2022,4,6,16:00,경기,경기,여주,세종대왕,광대,담,담뱃불실화,담뱃불실화,0.02,대한민국 경기 여주 세종대왕,37.3001752,127.5735064
2022,4,6,14:34,수,2022,4,6,15:25,인천,인천,강화,화도,사기,기,기타(직접입력),재불씨취급부주의(캠핑장),0.09,대한민국 인천 강화 화도,37.6376595,126.4191692
2022,4,6,14:00,수,2022,4,6,14:45,경남,경남,함양,휴천,목현,입,기타(직접입력),입산자실화추정,0.14,대한민국 경남 함양 휴천,35.45121,127.73836
2022,4,6,13:34,수,2022,4,6,16:00,경북,경북,청송,진보,월전,기,작업장실화,용접불꽃비화,0.1,대한민국 경북 청송 진보,36.5286583,129.0501279
2022,4,5,15:45,화,2022,4,5,17:42,인천,인천,남동,,도림,기,기타(직접입력),연통불씨취급부주의,0.05,대한민국 인천 남동 nan,37.446902,126.7315126
2022,4,5,15:37,화,2022,4,5,16:25,경기,경기,용인,기흥,동백,담,담뱃불실화,담뱃불실화,0.03,대한민국 경기 용인 기흥,37.2755132,127.1160129
2022,4,5,13:29,화,2022,4,12,18:00,경북,경북,봉화,봉화,화천,기,기타(직접입력),화목보일러재투기,130.0,대한민국 경북 봉화 봉화,36.8914813,128.7268956
2022,4,5,13:20,화,2022,4,5,14:00,경북,경북,김천,감천,용호,쓰,쓰레기소각,쓰레기소각,0.16,대한민국 경북 김천 감천,36.1991761,128.2439129
2022,4,5,11:45,화,2022,4,5,13:00,충남,충남,청양,청남,내직,입,기타(직접입력),입산자실화,0.02,대한민국 충남 청양 청남,36.3547334,126.9517697
2022,4,4,19:43,월,2022,4,5,0:50,경기,경기,하남,,학암,기,기타(직접입력),미상,8.0,대한민국 경기 하남 nan,37.5397035,127.2235329
2022,4,4,13:43,월,2022,4,4,14:20,경기,경기,포천,군내,하성북,담,담뱃불실화,담뱃불실화,0.1,대한민국 경기 포천 군내,37.8950357,127.2043898
2022,4,4,12:15,월,2022,4,4,13:00,경기,경기,양평,양동,금왕,쓰,쓰레기소각,쓰레기소각,0.01,대한민국 경기 양평 양동,37.4202671,127.7547601
2022,4,4,7:06,월,2022,4,4,13:00,남부,경북,봉화,소천,남회룡,기,기타(직접입력),미상,3.5,대한민국 경북 봉화 소천,36.980028,128.657778
2022,4,3,14:27,일,2022,4,3,15:09,울산,울산,울주,범서,두산,쓰,쓰레기소각,사찰내쓰레기소각,0.1,대한민국 울산 울주 범서,35.5707493,129.2368105
2022,4,3,12:00,일,2022,4,3,12:40,전북,전북,남원,,내척,,농산폐기물소각,농산폐기물소각,0.09,대한민국 전북 남원 nan,35.4163118,127.3903713
2022,4,2,15:53,토,2022,4,2,17:00,경기,경기,양평,양서,국수,입,기타(직접입력),입산자담뱃불추정,0.03,대한민국 경기 양평 양서,37.5475976,127.3278786
2022,4,2,15:22,토,2022,4,3,14:40,전북,전북,무주,설천,소천,기,기타(직접입력),양봉훈증불씨취급부주의,5.0,대한민국 전북 무주 설천,36.0122451,127.7882931
2022,4,2,14:05,토,2022,4,2,16:00,경기,경기,여주,세종대왕,광내,쓰,쓰레기소각,생활쓰레기(낙엽),0.15,대한민국 경기 여주 세종대왕,37.3001752,127.5735064
2022,4,2,13:35,토,2022,4,2,16:15,경기,경기,남양주,,이패,,농산폐기물소각,농산폐기물소각,0.09,대한민국 경기 남양주 nan,37.6498551,127.1634005
2022,4,1,18:10,금,2022,4,1,19:15,전북,전북,장수,산서,봉서,입,기타(직접입력),입산자실화추정,0.1,대한민국 전북 장수 산서,35.5831598,127.399175
2022,4,1,13:46,금,2022,4,1,14:59,경남,경남,사천,정동,화암,기,기타(직접입력),군비행기추착비화,0.01,대한민국 경남 사천 정동,35.0388614,128.1549294
2022,4,1,1:55,금,2022,4,1,5:05,전남,전남,순천,서,구상,입,기타(직접입력),입산자실화추정,1.0,대한민국 전남 순천 서,34.9090331,127.4796175
2022,3,29,19:21,화,2022,3,29,21:00,경기,경기,양주,광적,비암,기,기타(직접입력),미상,0.01,대한민국 경기 양주 광적,37.8238507,126.9826978
2022,3,29,14:51,화,2022,3,29,16:15,경남,경남,사천,서포,자혜,,농산폐기물소각,농산폐기물소각,0.05,대한민국 경남 사천 서포,35.008285,127.976981
2022,3,28,12:07,월,2022,3,28,13:25,경기,경기,가평,청평,삼회,쓰,쓰레기소각,생활쓰레기(낙엽),0.09,대한민국 경기 가평 청평,37.735508,127.4266359
2022,3,28,11:00,월,2022,3,28,12:15,경기,경기,양평,청운,가현,기,작업장실화,용접작업중불꽃,0.3,대한민국 경기 양평 청운,37.552611,127.712092
2022,3,27,22:30,일,2022,3,28,0:50,경남,경남,창녕,유어,가회,,주택화재비화,주택화재비화,0.1,대한민국 경남 창녕 유어,35.51425,128.41769
2022,3,23,16:28,수,2022,3,23,17:50,부산,부산,기장,기장,청강,기,기타(직접입력),미상,0.33,대한민국 부산 기장 기장,35.2444351,129.2188738
2022,3,22,15:15,화,2022,3,22,16:15,충남,충남,부여,임천,두곡,입,기타(직접입력),입산자실화,0.09,대한민국 충남 부여 임천,36.17341,126.88718
2022,3,16,17:55,수,2022,3,16,20:40,경북,경북,김천,농소,봉곡,기,기타(직접입력),화기사용주부의,0.48,대한민국 경북 김천 농소,36.105265,128.172739
2022,3,12,23:59,토,2022,3,13,1:20,경북,경북,의성,의성,비봉,담,담뱃불실화,담뱃불실화,0.15,대한민국 경북 의성 의성,36.35336,128.693128
2022,3,12,12:49,토,2022,3,12,19:21,전남,전남,함평,나산,월봉,기,기타(직접입력),성묘객실화,3.0,대한민국 전남 함평 나산,35.1116785,126.6194909
2022,3,11,16:42,금,2022,3,11,17:30,전북,전북,남원,주생,낙동,담,담뱃불실화,담뱃불실화,0.01,대한민국 전북 남원 주생,35.3767264,127.3170129
2022,3,11,15:20,금,2022,3,11,16:10,경기,경기,화성,매송,원평,기,기타(직접입력),미상,0.3,대한민국 경기 화성 매송,37.2647244,126.8884091
2022,3,11,14:16,금,2022,3,11,15:30,전북,전북,남원,수지,고평,입,기타(직접입력),입산자실화,0.04,대한민국 전북 남원 수지,35.33282,127.37085
2022,3,10,15:16,목,2022,3,10,16:43,경기,경기,용인 처인,남사,북,기,기타(직접입력),조사중,0.2,대한민국 경기 용인 처인 남사,37.1538074,127.1707932
