C:\Users\000\OneDrive\Desktop\fire_predictor_project발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,full_address,LAT,LON
2023,2,15,4:01,수,2023,2,15,4:50,경남,경남,창원,의창,지귀,입,기타(직접입력),입산자실화추정,0.03,대한민국 경남 창원 의창,35.2537,128.6401
2023,2,12,22:38,일,2023,2,12,23:44,경기,경기,양평,서종,정배,,주택화재비화,공장화재비화,0.06,대한민국 경기 양평 서종,37.609039,127.348047
2023,2,10,12:04,금,2023,2,10,13:20,경기,경기,하남,,초이,쓰,기타(직접입력),쓰레기소각,0.01,대한민국 경기 하남 nan,37.5397035,127.2235329
2023,2,9,12:57,목,2023,2,9,16:19,전북,전북,완주,소양,화심,입,기타(직접입력),입산자실화,0.4,대한민국 전북 완주 소양,35.8573583,127.2487609
2023,2,8,16:51,수,2023,2,8,18:38,전남,전남,장흥,유치,반월,입,기타(직접입력),입산자실화추정,0.02,대한민국 전남 장흥 유치,34.7922,126.8575
2023,2,8,13:44,수,2023,2,8,17:30,전남,전남,고흥,점암,안호,쓰,기타(직접입력),생활쓰레기소각(묘지주변),0.3,대한민국 전남 고흥 점암,34.64667,127.39564
2023,2,7,15:09,화,2023,2,7,16:55,경북,경북,상주,이안,아천,입,기타(직접입력),입산자실화추정,0.16,대한민국 경북 상주 이안,36.56449,128.13116
2023,2,7,14:20,화,2023,2,7,18:00,경남,경남,거창,가북,우혜,,기타(직접입력),건축물실화,0.76,대한민국 경남 거창 가북,35.6871029,127.9162045
2023,2,7,13:33,화,2023,2,7,16:20,경기,경기,하남,,감북,입,기타(직접입력),입산자실화,0.01,대한민국 경기 하남 nan,37.5397035,127.2235329
2023,2,7,9:34,화,2023,2,7,10:05,경기,경기,양평,양서,신원,기,기타(직접입력),미상,0.01,대한민국 경기 양평 양서,37.5475976,127.3278786
2023,2,6,13:50,월,2023,2,6,15:00,전북,전북,임실,성수,성수,쓰,기타(직접입력),쓰레기소각,0.3,대한민국 전북 임실 성수,35.62456,127.34637
2023,2,6,11:59,월,2023,2,6,13:40,전남,전남,진도,조도,신옥,,농산폐기물소각,농작물소각,0.1,대한민국 전남 진도 조도,34.303956,125.9957578
2023,2,5,20:11,일,2023,2,5,21:35,경남,경남,양산,원동,용당,기,방화,방화,0.03,대한민국 경남 양산 원동,35.3624248,128.9207978
2023,2,5,15:20,일,2023,2,5,17:40,전남,전남,나주,문평,계로,쓰,기타(직접입력),쓰레기소각,0.2,대한민국 전남 나주 문평,35.0628,126.6237
2023,2,5,14:23,일,2023,2,5,16:07,경기,경기,광주,초월,신월,입,기타(직접입력),입산자실화,0.03,대한민국 경기 광주 초월,37.3733591,127.2999508
2023,2,4,10:54,토,2023,2,4,13:30,부산,부산,기장,일광,이천,담,기타(직접입력),담뱃불실화,0.5,대한민국 부산 기장 일광,35.268279,129.2332968
2023,2,3,17:26,금,2023,2,4,10:00,경기,경기,여주,강천,강천,입,기타(직접입력),입산자실화,0.95,대한민국 경기 여주 강천,37.268727,127.71952
2023,2,3,15:29,금,2023,2,3,16:52,북부,경기,양평,청운,다대,기,기타(직접입력),성묘객실화,0.48,대한민국 경기 양평 청운,37.552611,127.712092
2023,2,1,22:32,수,2023,2,2,2:30,경북,경북,울진,기성,정명,기,방화,방화,1.3,대한민국 경북 울진 기성,36.8005291,129.4529757
2023,2,1,18:07,수,2023,2,1,20:00,부산,부산,기장,철마,용곡,기,기타(직접입력),전기누전,0.03,대한민국 부산 기장 철마,35.274794,129.150785
2023,2,1,14:00,수,2023,2,1,21:30,경남,경남,함안,대산,장암,쓰,기타(직접입력),쓰레기소각,4.38,대한민국 경남 함안 대산,35.2743,128.32305
2023,1,30,15:18,월,2023,1,30,16:20,울산,울산,울주,온양,고산,기,기타(직접입력),용접실화,0.02,대한민국 울산 울주 온양,35.41516,129.26248
2023,1,29,10:58,일,2023,1,29,18:00,경남,경남,양산,원동,용당,쓰,쓰레기소각,쓰레기소각(낙엽),0.1,대한민국 경남 양산 원동,35.3624248,128.9207978
2023,1,28,10:19,토,2023,1,28,11:20,경북,경북,포항 남,구룡포,늘태,기,기타(직접입력),재투기,0.1,대한민국 경북 포항 남 구룡포,35.9926457,129.5617702
2023,1,25,16:13,수,2023,1,25,17:08,경기,경기,여주,금사,도곡,쓰,기타(직접입력),쓰레기소각,0.12,대한민국 경기 여주 금사,37.379474,127.5220643
2023,1,24,12:53,화,2023,1,24,13:15,부산,부산,기장,장안,월내,기,기타(직접입력),캠핑장숯더미발화,0.07,대한민국 부산 기장 장안,35.32553,129.23515
2023,1,24,6:05,화,2023,1,24,8:30,경남,경남,산청,금서,지막,입,기타(직접입력),입산자담뱃불실화,0.01,대한민국 경남 산청 금서,35.46241,127.793772
2023,1,23,12:35,월,2023,1,23,14:00,경남,경남,함양,함양,이은,,주택화재비화,주택아궁이불씨발화,0.06,대한민국 경남 함양 함양,35.5204145,127.7252966
2023,1,22,13:35,일,2023,1,22,14:10,울산,울산,울주,웅촌,초천,기,성묘객실화,성묘객실화,0.01,대한민국 울산 울주 웅촌,35.4642227,129.2086445
2023,1,22,11:07,일,2023,1,22,11:27,경남,경남,창원,성산,양곡,기,기타(직접입력),성묘객실화,0.01,대한민국 경남 창원 성산,35.1414944,128.5115
2023,1,21,15:57,토,2023,1,22,0:20,전남,전남,고흥,도화,구암,기,기타(직접입력),태양광패널합선,0.8,대한민국 전남 고흥 도화,34.49263,127.32637
2023,1,21,13:19,토,2023,1,21,17:00,경남,경남,거제,연초,연사,,논밭두렁소각,논밭두렁소각,0.03,대한민국 경남 거제 연초,34.9121609,128.6520368
2023,1,12,17:14,목,2023,1,12,18:19,경기,경기,안양,만안,석수,입,기타(직접입력),입산자실화,0.01,대한민국 경기 안양 만안,37.406799,126.9168237
2023,1,12,13:43,목,2023,1,12,17:18,남부,경북,구미,옥성,대원,입,기타(직접입력),입산자실화추정,1.21,대한민국 경북 구미 옥성,36.2968563,128.2781837
2023,1,12,12:47,목,2023,1,13,6:20,경북,경북,성주,가천,금봉,기,작업장실화,산림사엉방실화,32.53,대한민국 경북 성주 가천,35.86735,128.13972
2023,1,10,13:55,화,2023,1,10,15:20,경남,경남,고성,삼산,두포,기,기타(직접입력),전선스파크,0.05,대한민국 경남 고성 삼산,34.93965,128.27124
2023,1,6,15:20,금,2023,1,6,20:15,전남,전남,고흥,남양,망주,입,기타(직접입력),입산자실화,0.05,대한민국 전남 고흥 남양,34.7274298,127.3390162
2023,1,6,12:45,금,2023,1,6,13:30,전북,전북,고창,고수,상평,입,기타(직접입력),입산자실화추정,0.03,대한민국 전북 고창 고수,35.4043921,126.6859694
2023,1,4,16:36,수,2023,1,4,22:00,부산,부산,기장,기장,대명,,기타(직접입력),건축물실화,0.02,대한민국 부산 기장 기장,35.2444351,129.2188738
2023,1,2,14:30,월,2023,1,2,16:54,경북,경북,예천,감천,현내,입,기타(직접입력),입산자실화추정,0.05,대한민국 경북 예천 감천,36.724654,128.5264494
2023,1,2,11:33,월,2023,1,2,12:30,인천,인천,옹진,자월,이작,기,기타(직접입력),미상,0.33,대한민국 인천 옹진 자월,37.2504608,126.3084438
2023,1,1,13:57,일,2023,1,2,14:45,경북,경북,예천,용궁,대은,입,기타(직접입력),입산자실화추정,0.09,대한민국 경북 예천 용궁,36.6069143,128.2734067
2022,12,30,7:08,금,2022,12,30,8:05,경북,경북,경산,남천,삼성,입,기타(직접입력),입산자실화추정,0.01,대한민국 경북 경산 남천,35.8326399,128.7329527
2022,12,30,0:03,금,2022,12,30,2:43,경북,경북,영천,대창,용호,,기타(직접입력),하우스화재비화,1.3,대한민국 경북 영천 대창,35.8753366,128.8962944
2022,12,26,17:48,월,2022,12,26,18:30,울산,울산,울주,청량,용암,기,기타(직접입력),불씨취급부주의,0.02,대한민국 울산 울주 청량,35.4784668,129.2820358
2022,12,26,14:12,월,2022,12,26,15:10,경남,경남,고성,하일,수양,,주택화재비화,주택화재비화,0.05,대한민국 경남 고성 하일,34.9421558,128.1979934
2022,12,26,5:55,월,2022,12,26,6:50,경남,경남,고성,대가,연지,,기타(직접입력),컨테이너화재비화,0.06,대한민국 경남 고성 대가,35.02574,128.2814
2022,12,20,15:51,화,2022,12,20,16:55,경북,경북,성주,선남,용신,입,기타(직접입력),입산자실화추정,0.16,대한민국 경북 성주 선남,35.89751,128.34962
2022,12,19,9:44,월,2022,12,19,10:42,경남,경남,함양,서하,황산,입,기타(직접입력),입산자실화추정,0.03,대한민국 경남 함양 서하,35.63224,127.72244
2022,12,17,21:04,토,2022,12,18,2:10,강원,강원,고성,죽왕,구성,,주택화재비화,주택화재비화,0.3,대한민국 강원 고성 죽왕,38.3298445,128.5242287
2022,12,16,11:49,금,2022,12,16,14:50,경북,경북,청도,금천,동곡,기,기타(직접입력),아궁이재투기,0.06,대한민국 경북 청도 금천,35.6883622,128.8945872
2022,12,15,15:10,목,2022,12,15,16:44,전남,전남,,송지,송호,입,기타(직접입력),입산자실화,0.05,대한민국 전남 nan 송지,34.37663,126.52733
2022,12,10,10:51,토,2022,12,10,11:37,울산,울산,울주,웅촌,대복,기,기타(직접입력),용접,0.02,대한민국 울산 울주 웅촌,35.4642227,129.2086445
2022,12,8,18:24,목,2022,12,8,22:00,경남,경남,양산,원동,용당,입,기타(직접입력),입산자실화추정,0.2,대한민국 경남 양산 원동,35.3624248,128.9207978
2022,12,8,16:44,목,2022,12,8,17:13,충북,충북,청주 청원,오창,일신,입,기타(직접입력),미상,0.05,대한민국 충북 청주 청원 오창,36.740575,127.4564874
2022,12,7,16:08,수,2022,12,7,19:22,전남,전남,고흥,두원,학곡,입,기타(직접입력),입산자실화,0.05,대한민국 전남 고흥 두원,34.6586172,127.2632666
2022,12,4,21:03,일,2022,12,4,22:16,강원,강원,고성,거진,송강,기,기타(직접입력),미상,0.9,대한민국 강원 고성 거진,38.44764,128.45648
2022,12,4,19:26,일,2022,12,4,20:10,경기,경기,용인 처인,원삼,학일,,기타(직접입력),건축물실화,0.13,대한민국 경기 용인 처인 원삼,37.1635327,127.3157031
2022,12,2,13:43,금,2022,12,2,14:40,경남,경남,함양,휴천,호산,,기타(직접입력),건축물실화(전기누전),0.01,대한민국 경남 함양 휴천,35.45121,127.73836
2022,12,1,14:42,목,2022,12,1,17:05,경기,경기,파주,법원,삼방,기,기타(직접입력),미상,0.06,대한민국 경기 파주 법원,37.8315143,126.8711299
2022,11,30,14:39,수,2022,11,30,15:20,경기,경기,양평,개군,향,기,기타(직접입력),미상,0.06,대한민국 경기 양평 개군,37.4276556,127.5345472
2022,11,27,12:43,일,2022,11,27,15:10,전남,전남,여수,화양,이천,기,기타(직접입력),낚시객실화추정,0.05,대한민국 전남 여수 화양,34.69456,127.59725
2022,11,27,11:43,일,2022,11,27,12:05,울산,울산,울주,삼남,교동,입,기타(직접입력),입산자실화,0.01,대한민국 울산 울주 삼남,35.5241741,129.0968291
2022,11,26,11:50,토,2022,11,26,15:10,북부,경기,양주,장흥,울대,입,기타(직접입력),입산자실화추정,0.01,대한민국 경기 양주 장흥,37.7187055,126.9415356
2022,11,25,19:00,금,2022,11,28,14:25,전북,전북,완주,운주,구제,기,기타(직접입력),미상,5.0,대한민국 전북 완주 운주,36.077753,127.3122949
2022,11,23,21:50,수,2022,11,24,0:40,충남,충남,천안 동남,동,구도,,주택화재비화,공장화재비;화,0.16,대한민국 충남 천안 동남 동,36.8067134,127.1516634
2022,11,23,14:29,수,2022,11,23,16:30,경기,경기,남양주,와부,월문,기,기타(직접입력),미상,0.5,대한민국 경기 남양주 와부,37.5862797,127.2188793
2022,11,20,20:11,일,2022,11,21,13:00,북부,경기,양평,양동,금왕,기,기타(직접입력),전투기추락,0.5,대한민국 경기 양평 양동,37.4202671,127.7547601
2022,11,20,12:58,일,2022,11,20,13:35,경기,경기,양평,용문,연수,담,담뱃불실화,담뱃불실화,0.1,대한민국 경기 양평 용문,37.4822294,127.59465
2022,11,19,10:48,토,2022,11,19,11:40,경기,경기,화성,팔탄,노하,기,기타(직접입력),재처리부주의,0.06,대한민국 경기 화성 팔탄,37.1896737,126.8642644
2022,11,15,12:24,화,2022,11,15,15:00,울산,울산,울주,삼동,금곡,입,기타(직접입력),입산자실화,0.5,대한민국 울산 울주 삼동,35.4995302,129.120892
2022,11,11,12:49,금,2022,11,11,13:30,충남,충남,서천,판교,판교,기,기타(직접입력),미상,0.01,대한민국 충남 서천 판교,36.1554157,126.6794253
2022,11,10,16:10,목,2022,11,10,17:36,경북,경북,경주,강동,안계,기,작업장실화,산업현장실화,0.03,대한민국 경북 경주 강동,35.9869747,129.275494
2022,11,10,10:42,목,2022,11,10,16:39,경북,경북,청송,청송,월외,기,기타(직접입력),미상,0.5,대한민국 경북 청송 청송,36.4358,129.0571
2022,11,8,12:51,화,2022,11,8,14:10,전북,전북,김제,금산,삼봉,입,기타(직접입력),무속행위추정,0.02,대한민국 전북 김제 금산,35.71608,126.994463
2022,11,7,14:03,월,2022,11,7,14:50,경남,경남,고성,마암,도전,,주택화재비화,지붕용접불씨점화,0.01,대한민국 경남 고성 마암,35.04729,128.33331
2022,11,7,13:18,월,2022,11,7,14:30,경남,경남,진주,일반성,운천,,농산폐기물소각,농산부산물소각,0.1,대한민국 경남 진주 일반성,35.1569967,128.2813756
2022,11,6,15:13,일,2022,11,6,18:30,전남,전남,완도,금일,총동,입,기타(직접입력),입산자실화,0.05,대한민국 전남 완도 금일,34.3317033,127.0585585
2022,11,6,15:02,일,2022,11,6,15:26,울산,울산,울주,서생,화산,입,기타(직접입력),입산자실화,0.01,대한민국 울산 울주 서생,35.345588,129.2928624
2022,11,6,12:50,일,2022,11,6,18:00,경남,경남,거제,동부,가베,입,기타(직접입력),입산자실화,0.5,대한민국 경남 거제 동부,34.8125002,128.6239323
2022,11,5,13:59,토,2022,11,6,7:11,경북,경북,영양,청기,당,입,기타(직접입력),입산자실화추정,0.8,대한민국 경북 영양 청기,36.6107186,129.0697545
2022,11,3,11:37,목,2022,11,3,12:25,부산,부산,기장,기장,청강,,농산폐기물소각,농산부산물소각,0.03,대한민국 부산 기장 기장,35.2444351,129.2188738
2022,11,3,9:40,목,2022,11,3,10:10,경남,경남,산청,신등,양전,,농산폐기물소각,농산폐기물소각,0.01,대한민국 경남 산청 신등,35.40243,128.00903
2022,11,2,15:48,수,2022,11,2,17:15,전남,전남,신안,압해,가릉,쓰,쓰레기소각,쓰레기소각,0.02,대한민국 전남 신안 압해,34.8616295,126.3147563
2022,11,2,14:11,수,2022,11,2,15:45,경북,경북,안동,길안,천지,입,기타(직접입력),입산자실화,0.4,대한민국 경북 안동 길안,36.4597687,128.8878512
2022,11,2,6:20,수,2022,11,2,15:50,수목원,경기,남양주,별내,용암,입,기타(직접입력),입산자실화(버섯채취자추정),3.0,대한민국 경기 남양주 별내,37.642333,127.1276086
2022,11,1,22:00,화,2022,11,1,22:40,북부,경기,포천,화현,화현,입,기타(직접입력),입산자실화,0.03,대한민국 경기 포천 화현,37.8985558,127.3024664
2022,11,1,15:23,화,2022,11,1,17:30,전남,전남,나주,다시,신광,담,담뱃불실화,담뱃불실화,0.05,대한민국 전남 나주 다시,35.0164504,126.6411305
2022,10,30,12:47,일,2022,10,30,17:00,전남,전남,담양,대덕,운산,쓰,쓰레기소각,생활쓰레기소각(낙엽),0.04,대한민국 전남 담양 대덕,35.249875,127.0382
2022,10,29,11:07,토,2022,10,29,20:00,북부,경기,양평,단월,향소,입,기타(직접입력),입산자실화,0.3,대한민국 경기 양평 단월,37.5411074,127.6727088
2022,10,28,18:21,금,2022,10,28,19:40,경북,경북,김천,감천,무안,기,기타(직접입력),쓰레기소각,0.02,대한민국 경북 김천 감천,36.1991761,128.2439129
2022,10,22,10:20,토,2022,10,22,15:19,동부,강원,정선,임계,도전,담,담뱃불실화,담뱃불실화,0.1,대한민국 강원 정선 임계,37.4962072,128.8481461
2022,10,21,3:14,금,2022,10,21,6:30,경남,경남,창녕,창녕,송현,입,기타(직접입력),입산자실화추정,0.1,대한민국 경남 창녕 창녕,35.5443876,128.4921938
2022,10,20,12:27,목,2022,10,20,17:40,전남,전남,순천,서,학구,입,기타(직접입력),입산자실화,0.3,대한민국 전남 순천 서,34.9090331,127.4796175
2022,10,19,12:38,수,2022,10,19,13:00,울산,울산,울주,삼남,가천,입,기타(직접입력),입산자실화,0.01,대한민국 울산 울주 삼남,35.5241741,129.0968291
2022,10,19,10:57,수,2022,10,19,11:30,대구,대구,달성,하빈,무등,입,기타(직접입력),입산자실화,0.01,대한민국 대구 달성 하빈,35.9012173,128.4420055
2022,10,17,12:41,월,2022,10,17,16:30,전남,전남,나주,남평,광촌,담,담뱃불실화,담뱃불실화,0.1,대한민국 전남 나주 남평,35.0569825,126.8719689
2022,10,1,11:47,토,2022,10,1,14:11,강원,강원,양양,서,이천,기,기타(직접입력),미상,0.01,대한민국 강원 양양 서,38.0715701,128.5865847
2022,9,27,14:52,화,2022,9,27,17:30,경남,경남,산청,산청,범학,입,기타(직접입력),입산자실화추정,0.01,대한민국 경남 산청 산청,35.4154624,127.873663
2022,9,27,13:48,화,2022,9,27,15:32,전남,전남,순천,주암,요곡,입,기타(직접입력),입산자실화,0.01,대한민국 전남 순천 주암,35.07374,127.25237
2022,9,24,15:23,토,2022,9,24,20:00,강원,강원,원주,소초,학곡,기,기타(직접입력),미상,0.01,대한민국 강원 원주 소초,37.4176053,128.0036709
2022,9,23,21:10,금,2022,9,24,0:54,전남,전남,해남,현산,백포,입,기타(직접입력),입산자실화,0.3,대한민국 전남 해남 현산,34.4597152,126.5540028
2022,9,22,14:48,목,2022,9,22,17:42,강원,강원,홍천,두촌,자온,기,기타(직접입력),미상,0.12,대한민국 강원 홍천 두촌,37.867916,128.0170286
2022,9,22,14:11,목,2022,9,22,16:05,전남,전남,완도,금일,총동,쓰,쓰레기소각,쓰레기소각,0.1,대한민국 전남 완도 금일,34.3317033,127.0585585
2022,9,21,17:38,수,2022,9,21,23:50,전북,전북,남원,보절,도룡,입,기타(직접입력),미상,0.35,대한민국 전북 남원 보절,35.5109427,127.4006152
2022,9,21,16:03,수,2022,9,21,17:40,충남,충남,부여,충화,만지,기,기타(직접입력),미상,0.03,대한민국 충남 부여 충화,36.17315,126.82532
2022,7,28,15:54,목,2022,7,28,16:17,충남,충남,청양,청양,적누,입,기타(직접입력),입산자실화,0.1,대한민국 충남 청양 청양,36.4587024,126.8019983
2022,7,5,16:56,화,2022,7,5,18:40,경북,경북,영양,입암,산포,기,기타(직접입력),조류퇴치폭음탄,0.05,대한민국 경북 영양 입암,36.5966127,129.0889488
2022,7,2,14:23,토,2022,7,2,18:40,경북,경북,영양,입암,산포,입,기타(직접입력),입산자실화,0.3,대한민국 경북 영양 입암,36.5966127,129.0889488
2022,6,21,16:19,화,2022,6,21,17:30,충남,충남,부여,외산,회성,기,기타(직접입력),미상,0.01,대한민국 충남 부여 외산,36.32381,126.72037
2022,6,21,14:18,화,2022,6,21,15:50,전북,전북,장수,산서,사상,기,성묘객실화,묘지주변소각,0.02,대한민국 전북 장수 산서,35.5831598,127.399175
2022,6,21,13:42,화,2022,6,21,16:03,경북,경북,영천,화남,안천,담,담뱃불실화,담뱃불실화추정,0.2,대한민국 경북 영천 화남,36.07749,128.89677
2022,6,21,9:23,화,2022,6,21,11:00,충남,충남,공주,신풍,청흥,기,작업장실화,사업장내벌집제거작업불씨,0.01,대한민국 충남 공주 신풍,36.5070333,126.9455613
2022,6,20,13:25,월,2022,6,20,15:00,강원,강원,횡성,안흥,가천,기,작업장실화,산림사업장실화,0.01,대한민국 강원 횡성 안흥,37.4127643,128.1528477
2022,6,5,8:42,일,2022,6,5,9:47,경기,경기,남양주,별내,광전,입,기타(직접입력),입산자실화,0.01,대한민국 경기 남양주 별내,37.642333,127.1276086
2022,6,5,6:47,일,2022,6,5,15:30,경기,경기,남양주,조안,시우,입,기타(직접입력),입산자실화,0.1,대한민국 경기 남양주 조안,37.5463552,127.300391
2022,6,4,14:20,토,2022,6,4,16:00,경기,경기,안양,만안,석수,담,담뱃불실화,담뱃불실화,0.01,대한민국 경기 안양 만안,37.406799,126.9168237
2022,6,3,16:54,금,2022,6,3,21:00,울산,울산,울주,삼동,작동,입,기타(직접입력),입산자실화,0.2,대한민국 울산 울주 삼동,35.4995302,129.120892
2022,6,2,19:58,목,2022,6,3,1:30,북부,경기,남양주,별내,청학,입,기타(직접입력),입산자실화,0.01,대한민국 경기 남양주 별내,37.642333,127.1276086
2022,6,2,15:30,목,2022,6,2,18:40,전북,전북,남원,보절,성시,담,담뱃불실화,담뱃불실화추정,0.3,대한민국 전북 남원 보절,35.5109427,127.4006152
2022,6,2,7:36,목,2022,6,2,15:35,동부,강원,정선,남,무릉,기,기타(직접입력),미상,0.32,대한민국 강원 정선 남,37.2835,128.72975
2022,6,1,17:07,수,2022,6,1,19:00,경북,경북,청송,진보,고현,입,기타(직접입력),입산자실화,0.06,대한민국 경북 청송 진보,36.5286583,129.0501279
2022,6,1,12:22,수,2022,6,1,16:30,경북,경북,봉화,물야,북지,쓰,쓰레기소각,쓰레기소각,0.5,대한민국 경북 봉화 물야,36.97697,128.735148
2022,6,1,10:23,수,2022,6,1,19:10,경기,경기,고양,일산동,사리현,기,작업장실화,용접불씨비화추정,1.0,대한민국 경기 고양 일산동,37.6816091,126.7726954
2022,5,31,19:20,화,2022,5,31,21:00,전북,전북,고창,고수,은사,기,작업장실화,공사장용접불티발화,0.1,대한민국 전북 고창 고수,35.4043921,126.6859694
2022,5,31,16:33,화,2022,5,31,18:31,경북,경북,예천,지보,어신,기,기타(직접입력),양수기전기합선,0.1,대한민국 경북 예천 지보,36.55224,128.39561
2022,5,31,12:51,화,2022,6,1,12:30,대구,대구,달성,하빈,기곡,,농산폐기물소각,농산폐기물소각,5.3,대한민국 대구 달성 하빈,35.9012173,128.4420055
2022,5,31,12:45,화,2022,5,31,15:27,경기,경기,고양,덕양,오금,기,기타(직접입력),미상,0.01,대한민국 경기 고양 덕양,37.6568755,126.831451
2022,5,29,22:25,일,2022,5,29,0:00,경남,경남,거제,하청,덕곡,기,기타(직접입력),아궁아불씨부주의,0.2,대한민국 경남 거제 하청,34.954473,128.6545924
2022,5,29,15:16,일,2022,5,29,18:40,경남,경남,산청,오부,왕촌,입,기타(직접입력),입산자실화,0.01,대한민국 경남 산청 오부,35.48938,127.89185
2022,5,29,12:34,일,2022,5,29,15:43,경남,경남,사천,서포,다평,입,기타(직접입력),입산자실화추정,0.1,대한민국 경남 사천 서포,35.008285,127.976981
2022,5,28,18:36,토,2022,5,28,20:01,경남,경남,함양,휴천,남효,담,담뱃불실화,담뱃불실화,0.15,대한민국 경남 함양 휴천,35.45121,127.73836
2022,5,27,12:50,금,2022,5,27,15:30,경남,경남,함양,마천,추성,,주택화재비화,주택화재,0.1,대한민국 경남 함양 마천,35.386066,127.659212
2022,5,27,12:41,금,2022,5,27,14:30,경남,경남,사천,축동,반용,담,담뱃불실화,담뱃불실화,0.06,대한민국 경남 사천 축동,35.0843994,128.0411936
2022,5,27,10:50,금,2022,5,27,11:25,전북,전북,진안,진안,가림,기,기타(직접입력),미상(입산자실화추정),0.01,대한민국 전북 진안 진안,35.7915,127.4252
2022,5,27,10:40,금,2022,5,27,14:30,경남,경남,창녕,남지,반포,,주택화재비화,주택화재비화,0.1,대한민국 경남 창녕 남지,35.42803,128.43144
2022,5,26,5:23,목,2022,5,26,10:00,경남,경남,밀양,산내,삼양,기,기타(직접입력),미상,0.3,대한민국 경남 밀양 산내,35.58976,128.9114
2022,5,26,4:10,목,2022,5,26,7:20,경기,경기,남양주,화도,묵현,기,기타(직접입력),미상,0.01,대한민국 경기 남양주 화도,37.6302005,127.3179009
2022,5,24,0:18,화,2022,5,24,3:00,전남,전남,순천,송광,후곡,입,기타(직접입력),입산자실화,1.5,대한민국 전남 순천 송광,34.99053,127.24576
2022,5,23,15:55,월,2022,5,23,18:20,경기,경기,여주,점동,장안,기,기타(직접입력),미상,0.13,대한민국 경기 여주 점동,37.2022322,127.71484
2022,5,23,13:49,월,2022,5,23,14:10,경기,경기,화성,서신,백미,기,작업장실화,그라인더작업실화추정,0.02,대한민국 경기 화성 서신,37.1694692,126.7050976
2022,5,22,14:34,일,2022,5,22,18:45,전북,전북,진안,주천,대불,기,기타(직접입력),전봇대발화,0.1,대한민국 전북 진안 주천,35.9705578,127.4025472
2022,5,22,12:49,일,2022,5,22,13:40,충북,충북,괴산,칠성,쌍곡,입,기타(직접입력),입산자실화추정,0.01,대한민국 충북 괴산 칠성,36.7647683,127.8733718
2022,5,21,21:31,토,2022,5,21,23:32,경북,경북,청송,주왕산,항,,농산폐기물소각,농산폐기물소각,0.05,대한민국 경북 청송 주왕산,36.3806953,129.120321
2022,5,21,19:59,토,2022,5,22,7:00,전북,전북,순창,동계,어치,입,기타(직접입력),입산자담뱃불추정,0.3,대한민국 전북 순창 동계,35.45144,127.2511
2022,5,21,17:18,토,2022,5,21,20:30,강원,강원,원주,신림,황둔,기,기타(직접입력),미상,0.01,대한민국 강원 원주 신림,37.2176452,128.0915779
2022,5,21,16:55,토,2022,5,21,18:20,경북,경북,경산,남산,우검,,농산폐기물소각,과수원전지목소각,0.16,대한민국 경북 경산 남산,35.7928135,128.8358765
2022,5,21,15:49,토,2022,5,21,17:30,경남,경남,밀양,산내,삼양,기,기타(직접입력),양봉작업중실화,0.09,대한민국 경남 밀양 산내,35.58976,128.9114
2022,5,21,15:19,토,2022,5,21,18:50,경남,경남,하동,진교,술상,기,낙뢰,낙뢰추정,0.01,대한민국 경남 하동 진교,35.03033,127.89305
2022,5,21,12:19,토,2022,5,21,14:00,경북,경북,경주,현곡,상구,기,기타(직접입력),재투기실화추정,0.03,대한민국 경북 경주 현곡,35.8902571,129.175137
2022,5,20,22:17,금,2022,5,20,22:50,경남,경남,창녕,창녕,여초,담,담뱃불실화,담뱃불실화추정,0.01,대한민국 경남 창녕 창녕,35.5443876,128.4921938
2022,5,20,11:01,금,2022,5,20,18:28,강원,강원,정선,임계,송계,기,기타(직접입력),미상,1.2,대한민국 강원 정선 임계,37.4962072,128.8481461
2022,5,18,14:00,수,2022,5,18,15:40,충남,충남,당진,고대,당진포,입,기타(직접입력),입산자실화,0.6,대한민국 충남 당진 고대,36.936716,126.593784
2022,5,18,13:20,수,2022,5,18,16:10,충남,충남,공주,우성,동대,기,기타(직접입력),차량화재비화,0.9,대한민국 충남 공주 우성,36.4634819,127.0543365
2022,5,18,4:43,수,2022,5,18,10:20,강원,강원,원주,소초,수암,기,기타(직접입력),미상,0.2,대한민국 강원 원주 소초,37.4176053,128.0036709
2022,5,17,12:59,화,2022,5,17,14:32,충남,충남,공주,정안,어물,입,기타(직접입력),등산객담뱃불실화,0.5,대한민국 충남 공주 정안,36.5964474,127.1025991
2022,5,16,23:18,월,2022,5,17,0:36,북부,경기,화성,팔탄,기천,기,기타(직접입력),아궁이불씨비화,0.06,대한민국 경기 화성 팔탄,37.1896737,126.8642644
2022,5,16,17:11,월,2022,5,16,18:30,전북,전북,남원,인월,인월,입,기타(직접입력),입산자실화,0.2,대한민국 전북 남원 인월,35.4633967,127.6016738
2022,5,16,13:40,월,2022,5,16,14:20,전북,전북,남원,송동,신평,입,기타(직접입력),입산자실화,0.03,대한민국 전북 남원 송동,35.3637422,127.342847
2022,5,16,12:15,월,2022,5,16,13:40,충남,충남,아산,음봉,쌍룡,입,기타(직접입력),입산자실화,0.05,대한민국 충남 아산 음봉,36.8490367,127.0113998
